x,y,z,static_feasible,dynamic_feasible,static_index,dynamic_index,difference_index,worst_residual
-5.0,-2.0,2.5,0,0,0.0,0.0,0.0,172.66883846039974
-4.5,-2.0,2.5,0,0,0.0,0.0,0.0,131.3358533434347
-4.0,-2.0,2.5,0,0,0.0,0.0,0.0,110.02205491208909
-3.5,-2.0,2.5,0,0,0.0,0.0,0.0,91.51524977956869
-3.0,-2.0,2.5,0,0,0.0,0.0,0.0,72.47599263697163
-2.5,-2.0,2.5,0,0,0.0,0.0,0.0,52.322291360588615
-2.0,-2.0,2.5,0,0,0.0,0.0,0.0,30.707233499508053
-1.5,-2.0,2.5,0,0,0.0,0.0,0.0,9.221381100260942
-1.0,-2.0,2.5,1,0,1.0,0.0,1.0,8.176007766414546
-0.5,-2.0,2.5,1,0,1.0,0.2,0.8,7.242932549989942
0.0,-2.0,2.5,1,0,1.0,0.4,0.6,6.234072279231411
0.5,-2.0,2.5,1,0,1.0,0.4,0.6,5.745768847853362
1.0,-2.0,2.5,1,0,1.0,0.4,0.6,4.8724352052215645
1.5,-2.0,2.5,0,0,0.0,0.0,0.0,9.221381100260954
2.0,-2.0,2.5,0,0,0.0,0.0,0.0,30.707233499508064
2.5,-2.0,2.5,0,0,0.0,0.0,0.0,52.3222913605886
3.0,-2.0,2.5,0,0,0.0,0.0,0.0,72.47599263697161
3.5,-2.0,2.5,0,0,0.0,0.0,0.0,91.51524977956873
4.0,-2.0,2.5,0,0,0.0,0.0,0.0,110.02205491208903
4.5,-2.0,2.5,0,0,0.0,0.0,0.0,131.3358533434347
5.0,-2.0,2.5,0,0,0.0,0.0,0.0,172.66883846039968
5.5,-2.0,2.5,0,0,0.0,0.0,0.0,221.0958121269671
-5.5,-1.5,2.5,0,0,0.0,0.0,0.0,220.8396140412561
-5.0,-1.5,2.5,0,0,0.0,0.0,0.0,171.1612302867678
-4.5,-1.5,2.5,0,0,0.0,0.0,0.0,127.64277421389495
-4.0,-1.5,2.5,0,0,0.0,0.0,0.0,103.03819334130635
-3.5,-1.5,2.5,0,0,0.0,0.0,0.0,81.41734361265488
-3.0,-1.5,2.5,0,0,0.0,0.0,0.0,58.87991512248204
-2.5,-1.5,2.5,0,0,0.0,0.0,0.0,34.95831133656861
-2.0,-1.5,2.5,0,0,0.0,0.0,0.0,9.221381100260931
-1.5,-1.5,2.5,1,0,1.0,0.0,1.0,8.706962670675482
-1.0,-1.5,2.5,1,0,1.0,0.0,1.0,6.918258024442277
-0.5,-1.5,2.5,1,0,1.0,0.4,0.6,5.101284919840186
0.0,-1.5,2.5,1,0,1.0,0.6,0.4,4.156053209524131
0.5,-1.5,2.5,1,0,1.0,0.8,0.19999999999999996,3.2878511886084403
1.0,-1.5,2.5,1,0,1.0,0.4,0.6,3.4359592343390672
1.5,-1.5,2.5,1,0,1.0,0.4,0.6,5.076173810746782
2.0,-1.5,2.5,0,0,0.0,0.0,0.0,9.221381100260926
2.5,-1.5,2.5,0,0,0.0,0.0,0.0,34.95831133656761
3.0,-1.5,2.5,0,0,0.0,0.0,0.0,58.87991512248151
3.5,-1.5,2.5,0,0,0.0,0.0,0.0,81.41734361265489
4.0,-1.5,2.5,0,0,0.0,0.0,0.0,103.03819334130635
4.5,-1.5,2.5,0,0,0.0,0.0,0.0,127.64277421389495
5.0,-1.5,2.5,0,0,0.0,0.0,0.0,171.1612302867678
5.5,-1.5,2.5,0,0,0.0,0.0,0.0,220.83961404125614
-5.5,-1.0,2.5,0,0,0.0,0.0,0.0,220.77015657874546
-5.0,-1.0,2.5,0,0,0.0,0.0,0.0,169.71183673101427
-4.5,-1.0,2.5,0,0,0.0,0.0,0.0,122.333511068444
-4.0,-1.0,2.5,0,0,0.0,0.0,0.0,93.46237367378089
-3.5,-1.0,2.5,0,0,0.0,0.0,0.0,68.69018413975067
-3.0,-1.0,2.5,0,0,0.0,0.0,0.0,42.75781110426581
-2.5,-1.0,2.5,0,0,0.0,0.0,0.0,17.835436190543188
-2.0,-1.0,2.5,1,0,1.0,0.0,1.0,9.43235958284465
-1.5,-1.0,2.5,1,0,1.0,0.0,1.0,7.666159751116377
-1.0,-1.0,2.5,1,0,1.0,0.0,1.0,5.8633353032380855
-0.5,-1.0,2.5,1,0,1.0,0.4,0.6,4.033972763364896
0.0,-1.0,2.5,1,0,1.0,0.8,0.19999999999999996,2.784860137536932
0.5,-1.0,2.5,1,1,1.0,1.0,0.0,1.9136119066043673
1.0,-1.0,2.5,1,0,1.0,0.4,0.6,3.4183342958578673
1.5,-1.0,2.5,1,0,1.0,0.2,0.8,5.066780740258439
2.0,-1.0,2.5,1,0,1.0,0.2,0.8,8.730958824204516
2.5,-1.0,2.5,0,0,0.0,0.0,0.0,17.83543619054319
3.0,-1.0,2.5,0,0,0.0,0.0,0.0,42.75781110426581
3.5,-1.0,2.5,0,0,0.0,0.0,0.0,68.69018413975067
4.0,-1.0,2.5,0,0,0.0,0.0,0.0,93.4623736737809
4.5,-1.0,2.5,0,0,0.0,0.0,0.0,122.33351106844403
5.0,-1.0,2.5,0,0,0.0,0.0,0.0,169.7118367310143
5.5,-1.0,2.5,0,0,0.0,0.0,0.0,220.7701565787455
-5.5,-0.5,2.5,0,0,0.0,0.0,0.0,220.7353613569714
-5.0,-0.5,2.5,0,0,0.0,0.0,0.0,168.20221869110262
-4.5,-0.5,2.5,0,0,0.0,0.0,0.0,115.91739215527541
-4.0,-0.5,2.5,0,0,0.0,0.0,0.0,83.23425258700347
-3.5,-0.5,2.5,0,0,0.0,0.0,0.0,60.624730154009676
-3.0,-0.5,2.5,0,0,0.0,0.0,0.0,40.81933750517912
-2.5,-0.5,2.5,0,0,0.0,0.0,0.0,20.13018209997919
-2.0,-0.5,2.5,1,0,1.0,0.0,1.0,9.966877337388004
-1.5,-0.5,2.5,1,0,1.0,0.0,1.0,6.601623411749873
-1.0,-0.5,2.5,1,0,1.0,0.0,1.0,4.787967476481989
-0.5,-0.5,2.5,1,0,1.0,0.8,0.19999999999999996,2.9497088536032625
0.0,-0.5,2.5,1,1,1.0,1.0,0.0,1.3967299145218406
0.5,-0.5,2.5,1,1,1.0,1.0,0.0,1.719685198883155
1.0,-0.5,2.5,1,0,1.0,0.2,0.8,3.5422622393775076
1.5,-0.5,2.5,1,0,1.0,0.2,0.8,5.507310830823792
2.0,-0.5,2.5,1,0,1.0,0.2,0.8,10.129332668847711
2.5,-0.5,2.5,0,0,0.0,0.0,0.0,20.130182099979223
3.0,-0.5,2.5,0,0,0.0,0.0,0.0,40.81933750517904
3.5,-0.5,2.5,0,0,0.0,0.0,0.0,60.624730154009704
4.0,-0.5,2.5,0,0,0.0,0.0,0.0,83.2342525870035
4.5,-0.5,2.5,0,0,0.0,0.0,0.0,115.91739215527542
5.0,-0.5,2.5,0,0,0.0,0.0,0.0,168.2022186911026
5.5,-0.5,2.5,0,0,0.0,0.0,0.0,220.73536135697142
-5.5,0.0,2.5,0,0,0.0,0.0,0.0,220.72549235263523
-5.0,0.0,2.5,0,0,0.0,0.0,0.0,166.64213319147447
-4.5,0.0,2.5,0,0,0.0,0.0,0.0,112.55713806556025
-4.0,0.0,2.5,0,0,0.0,0.0,0.0,80.87529404110956
-3.5,0.0,2.5,0,0,0.0,0.0,0.0,61.57862563557136
-3.0,0.0,2.5,0,0,0.0,0.0,0.0,41.72375931186635
-2.5,0.0,2.5,0,0,0.0,0.0,0.0,20.903905836050154
-2.0,0.0,2.5,1,0,1.0,0.0,1.0,10.520587659446099
-1.5,0.0,2.5,1,0,1.0,0.0,1.0,5.9550923083643506
-1.0,0.0,2.5,1,0,1.0,0.2,0.8,3.990348137726463
-0.5,0.0,2.5,1,1,1.0,1.0,0.0,2.0013351974827343
0.0,0.0,2.5,1,1,1.0,1.0,0.0,5.965762942494588e-13
0.5,0.0,2.5,1,1,1.0,1.0,0.0,2.0013351974827156
1.0,0.0,2.5,1,0,1.0,0.2,0.8,3.9903481377264725
1.5,0.0,2.5,1,0,1.0,0.0,1.0,5.95509230836435
2.0,0.0,2.5,1,0,1.0,0.0,1.0,10.632392185299146
2.5,0.0,2.5,0,0,0.0,0.0,0.0,20.903905836050228
3.0,0.0,2.5,0,0,0.0,0.0,0.0,41.72375931186632
3.5,0.0,2.5,0,0,0.0,0.0,0.0,61.57862563557137
4.0,0.0,2.5,0,0,0.0,0.0,0.0,80.8752940411095
4.5,0.0,2.5,0,0,0.0,0.0,0.0,112.55713806556024
5.0,0.0,2.5,0,0,0.0,0.0,0.0,166.64213408072249
5.5,0.0,2.5,0,0,0.0,0.0,0.0,220.72554364268362
-5.5,0.5,2.5,0,0,0.0,0.0,0.0,220.73536135697142
-5.0,0.5,2.5,0,0,0.0,0.0,0.0,168.20221869110262
-4.5,0.5,2.5,0,0,0.0,0.0,0.0,115.91739215527545
-4.0,0.5,2.5,0,0,0.0,0.0,0.0,83.23425258700345
-3.5,0.5,2.5,0,0,0.0,0.0,0.0,60.624730154009704
-3.0,0.5,2.5,0,0,0.0,0.0,0.0,40.819337505179085
-2.5,0.5,2.5,0,0,0.0,0.0,0.0,20.130182099979194
-2.0,0.5,2.5,1,0,1.0,0.2,0.8,10.051683115583181
-1.5,0.5,2.5,1,0,1.0,0.2,0.8,5.507310830823799
-1.0,0.5,2.5,1,0,1.0,0.2,0.8,3.5422622393775574
-0.5,0.5,2.5,1,1,1.0,1.0,0.0,1.7196851988831372
0.0,0.5,2.5,1,1,1.0,1.0,0.0,1.3967299145218697
0.5,0.5,2.5,1,0,1.0,0.8,0.19999999999999996,2.949708853603245
1.0,0.5,2.5,1,0,1.0,0.0,1.0,4.787967476482028
1.5,0.5,2.5,1,0,1.0,0.0,1.0,6.601623411749865
2.0,0.5,2.5,1,0,1.0,0.0,1.0,10.106472515471884
2.5,0.5,2.5,0,0,0.0,0.0,0.0,20.130182099979205
3.0,0.5,2.5,0,0,0.0,0.0,0.0,40.81933750517908
3.5,0.5,2.5,0,0,0.0,0.0,0.0,60.62473015400969
4.0,0.5,2.5,0,0,0.0,0.0,0.0,83.23425258700344
4.5,0.5,2.5,0,0,0.0,0.0,0.0,115.91739215527545
5.0,0.5,2.5,0,0,0.0,0.0,0.0,168.20221869110262
5.5,0.5,2.5,0,0,0.0,0.0,0.0,220.73536135697415
-5.5,1.0,2.5,0,0,0.0,0.0,0.0,220.77015655911265
-5.0,1.0,2.5,0,0,0.0,0.0,0.0,169.71183673101325
-4.5,1.0,2.5,0,0,0.0,0.0,0.0,122.33351106844401
-4.0,1.0,2.5,0,0,0.0,0.0,0.0,93.46237367378089
-3.5,1.0,2.5,0,0,0.0,0.0,0.0,68.69018413975067
-3.0,1.0,2.5,0,0,0.0,0.0,0.0,42.75781110426582
-2.5,1.0,2.5,0,0,0.0,0.0,0.0,17.835436190543206
-2.0,1.0,2.5,1,0,1.0,0.2,0.8,8.690062838761843
-1.5,1.0,2.5,1,0,1.0,0.2,0.8,5.066780740258445
-1.0,1.0,2.5,1,0,1.0,0.4,0.6,3.4183342958578713
-0.5,1.0,2.5,1,1,1.0,1.0,0.0,1.9136119066043382
0.0,1.0,2.5,1,0,1.0,0.8,0.19999999999999996,2.784860137536938
0.5,1.0,2.5,1,0,1.0,0.4,0.6,4.033972763364886
1.0,1.0,2.5,1,0,1.0,0.0,1.0,5.863335303238053
1.5,1.0,2.5,1,0,1.0,0.0,1.0,7.666159751116379
2.0,1.0,2.5,1,0,1.0,0.0,1.0,9.461022712722325
2.5,1.0,2.5,0,0,0.0,0.0,0.0,17.83543619054325
3.0,1.0,2.5,0,0,0.0,0.0,0.0,42.757811104265805
3.5,1.0,2.5,0,0,0.0,0.0,0.0,68.69018413975068
4.0,1.0,2.5,0,0,0.0,0.0,0.0,93.46237367378089
4.5,1.0,2.5,0,0,0.0,0.0,0.0,122.33351106844403
5.0,1.0,2.5,0,0,0.0,0.0,0.0,169.7118367310143
5.5,1.0,2.5,0,0,0.0,0.0,0.0,220.77015657874546
-5.5,1.5,2.5,0,0,0.0,0.0,0.0,220.8396140412561
-5.0,1.5,2.5,0,0,0.0,0.0,0.0,171.16123028676776
-4.5,1.5,2.5,0,0,0.0,0.0,0.0,127.64277421389497
-4.0,1.5,2.5,0,0,0.0,0.0,0.0,103.03819334130634
-3.5,1.5,2.5,0,0,0.0,0.0,0.0,81.41734361265488
-3.0,1.5,2.5,0,0,0.0,0.0,0.0,58.879915122483226
-2.5,1.5,2.5,0,0,0.0,0.0,0.0,34.9583113365676
-2.0,1.5,2.5,0,0,0.0,0.0,0.0,9.221381100260949
-1.5,1.5,2.5,1,0,1.0,0.4,0.6,5.0761738107467655
-1.0,1.5,2.5,1,0,1.0,0.4,0.6,3.4359592343391054
-0.5,1.5,2.5,1,0,1.0,0.8,0.19999999999999996,3.2878511886084225
0.0,1.5,2.5,1,0,1.0,0.6,0.4,4.156053209524095
0.5,1.5,2.5,1,0,1.0,0.4,0.6,5.101284919840184
1.0,1.5,2.5,1,0,1.0,0.0,1.0,6.918258024442248
1.5,1.5,2.5,1,0,1.0,0.0,1.0,8.706962670675495
2.0,1.5,2.5,0,0,0.0,0.0,0.0,9.221381100260928
2.5,1.5,2.5,0,0,0.0,0.0,0.0,34.95831133656871
3.0,1.5,2.5,0,0,0.0,0.0,0.0,58.87991512248149
3.5,1.5,2.5,0,0,0.0,0.0,0.0,81.41734361265486
4.0,1.5,2.5,0,0,0.0,0.0,0.0,103.03819334130637
4.5,1.5,2.5,0,0,0.0,0.0,0.0,127.64277421389497
5.0,1.5,2.5,0,0,0.0,0.0,0.0,171.1612302867678
5.5,1.5,2.5,0,0,0.0,0.0,0.0,220.83961404125606
-5.5,2.0,2.5,0,0,0.0,0.0,0.0,221.0958121269671
-5.0,2.0,2.5,0,0,0.0,0.0,0.0,172.66883846039968
-4.5,2.0,2.5,0,0,0.0,0.0,0.0,131.33585334343474
-4.0,2.0,2.5,0,0,0.0,0.0,0.0,110.022054912089
-3.5,2.0,2.5,0,0,0.0,0.0,0.0,91.51524977956899
-3.0,2.0,2.5,0,0,0.0,0.0,0.0,72.47599263697165
-2.5,2.0,2.5,0,0,0.0,0.0,0.0,52.322291360588615
-2.0,2.0,2.5,0,0,0.0,0.0,0.0,30.70723349950804
-1.5,2.0,2.5,0,0,0.0,0.0,0.0,9.221381100260935
-1.0,2.0,2.5,1,0,1.0,0.4,0.6,9.0811326697863
-0.5,2.0,2.5,1,0,1.0,0.6,0.4,10.509760656735992
0.0,2.0,2.5,1,0,1.0,0.4,0.6,11.011376650392123
0.5,2.0,2.5,1,0,1.0,0.2,0.8,10.459077866308574
1.0,2.0,2.5,1,0,1.0,0.0,1.0,8.96361693044681
1.5,2.0,2.5,0,0,0.0,0.0,0.0,9.221381100260922
2.0,2.0,2.5,0,0,0.0,0.0,0.0,30.707233499508035
2.5,2.0,2.5,0,0,0.0,0.0,0.0,52.3222913605886
3.0,2.0,2.5,0,0,0.0,0.0,0.0,72.47599263697168
3.5,2.0,2.5,0,0,0.0,0.0,0.0,91.51524977956872
4.0,2.0,2.5,0,0,0.0,0.0,0.0,110.02205491208902
4.5,2.0,2.5,0,0,0.0,0.0,0.0,131.33585334343468
5.0,2.0,2.5,0,0,0.0,0.0,0.0,172.6688384603997
5.5,2.0,2.5,0,0,0.0,0.0,0.0,221.0958121269671
-5.5,2.5,2.5,0,0,0.0,0.0,0.0,221.41034783067508
-5.0,2.5,2.5,0,0,0.0,0.0,0.0,173.79736825823304
